Id,WnvPresent
406,0.01
407,0.01
408,0.009086956521739131
409,0.006404761904761905
410,0.004333333333333333
411,0.0030869565217391303
412,0.004333333333333333
413,0.004333333333333333
414,0.004333333333333333
415,0.004333333333333333
416,0.0030869565217391303
417,0.005071428571428571
418,0.003
419,0.0020869565217391303
420,0.003
421,0.003
422,0.003
423,0.003
424,0.0020869565217391303
425,0.004071428571428571
426,0.003
427,0.0030869565217391303
428,0.003
429,0.003
430,0.003
431,0.003
432,0.0030869565217391303
433,0.0020714285714285713
434,0.002
435,0.005086956521739131
436,0.002
437,0.002
438,0.002
439,0.002
440,0.005086956521739131
441,0.01107142857142857
442,0.005
443,0.012161136849607982
444,0.005
445,0.005
446,0.005
447,0.005
448,0.012161136849607982
449,0.010071428571428571
450,0.007
451,0.00808695652173913
452,0.007
453,0.007
454,0.007
455,0.007
456,0.00808695652173913
457,0.014
458,0.005
459,0.014
460,0.005
461,0.005
462,0.005
463,0.005
464,0.014
465,0.003
466,0.0032222222222222222
467,0.004
468,0.0032222222222222222
469,0.003
470,0.003
471,0.003
472,0.004
473,0.02313809523809524
474,0.014
475,0.01708695652173913
476,0.014
477,0.014
478,0.014
479,0.014
480,0.01708695652173913
481,0.012293650793650794
482,0.011666666666666667
483,0.009229813664596274
484,0.011666666666666667
485,0.011666666666666667
486,0.011666666666666667
487,0.011666666666666667
488,0.008896480331262939
489,0.0020714285714285713
490,0.0
491,0.005086956521739131
492,0.0
493,0.0
494,0.0
495,0.0
496,0.005086956521739131
497,0.013
498,0.004
499,0.01
500,0.004
501,0.003
502,0.003
503,0.003
504,0.01
505,0.010833333333333332
506,0.0125
507,0.005265846994535518
508,0.0125
509,0.0125
510,0.0125
511,0.0125
512,0.005265846994535518
513,0.009666666666666665
514,0.007666666666666666
515,0.012142857142857143
516,0.007666666666666666
517,0.007666666666666666
518,0.007666666666666666
519,0.007666666666666666
520,0.012142857142857143
521,0.0
522,0.004
523,0.004
524,0.004
525,0.004
526,0.004
527,0.004
528,0.004
529,0.014
530,0.011
531,0.0074761904761904766
532,0.011
533,0.011
534,0.011
535,0.011
536,0.007142857142857143
537,0.007138095238095238
538,0.005
539,0.004229813664596273
540,0.005
541,0.005
542,0.005
543,0.005
544,0.004229813664596273
545,0.008
546,0.008
547,0.002
548,0.008
549,0.006
550,0.006
551,0.006
552,0.002
553,0.03473809523809524
554,0.032
555,0.01682780351627465
556,0.032
557,0.032
558,0.032
559,0.032
560,0.01682780351627465
561,0.013839247311827958
562,0.00832258064516129
563,0.010298771121351767
564,0.00832258064516129
565,0.00832258064516129
566,0.00832258064516129
567,0.00832258064516129
568,0.009965437788018434
569,0.004071428571428571
570,0.003333333333333333
571,0.005086956521739131
572,0.003333333333333333
573,0.003333333333333333
574,0.003333333333333333
575,0.003333333333333333
576,0.005086956521739131
577,0.004071428571428571
578,0.0045
579,0.0030869565217391303
580,0.0045
581,0.0045
582,0.0045
583,0.0045
584,0.0030869565217391303
585,0.009
586,0.004
587,0.008
588,0.004
589,0.004
590,0.004
591,0.004
592,0.008
593,0.005071428571428571
594,0.003
595,0.004086956521739131
596,0.003
597,0.003
598,0.003
599,0.003
600,0.004086956521739131
601,0.005071428571428571
602,0.002
603,0.004136136849607982
604,0.002
605,0.002
606,0.002
607,0.002
608,0.004136136849607982
609,0.006071428571428571
610,0.005
611,0.001136136849607983
612,0.005
613,0.005
614,0.005
615,0.005
616,0.001136136849607983
617,0.00847142857142857
618,0.0044
619,0.004136136849607982
620,0.0044
621,0.0044
622,0.0044
623,0.0044
624,0.004136136849607982
625,0.004404761904761905
626,0.009333333333333332
627,0.004136136849607982
628,0.009333333333333332
629,0.009333333333333332
630,0.009333333333333332
631,0.009333333333333332
632,0.004136136849607982
633,0.006071428571428571
634,0.004
635,0.005086956521739131
636,0.004
637,0.004
638,0.004
639,0.004
640,0.005086956521739131
641,0.0030714285714285713
642,0.002
643,0.004136136849607982
644,0.002
645,0.002
646,0.002
647,0.002
648,0.004136136849607982
649,0.01447142857142857
650,0.009
651,0.008136136849607983
652,0.009
653,0.009
654,0.009
655,0.009
656,0.008136136849607983
657,0.011804761904761905
658,0.007
659,0.0071361368496079824
660,0.007
661,0.007
662,0.007
663,0.007
664,0.0071361368496079824
665,0.0036666666666666666
666,0.005
667,0.0020491803278688526
668,0.005
669,0.005
670,0.005
671,0.005
672,0.0020491803278688526
673,0.003
674,0.003
675,0.006
676,0.003
677,0.003
678,0.003
679,0.003
680,0.006
681,0.0037380952380952383
682,0.005
683,0.005136136849607982
684,0.005
685,0.005
686,0.005
687,0.005
688,0.005136136849607982
689,0.0017380952380952382
690,0.003
691,0.004136136849607982
692,0.003
693,0.003
694,0.003
695,0.003
696,0.004136136849607982
697,0.0030714285714285713
698,0.002
699,0.0071361368496079824
700,0.002
701,0.002
702,0.002
703,0.002
704,0.0071361368496079824
705,0.0020714285714285713
706,0.001
707,0.004086956521739131
708,0.001
709,0.001
710,0.001
711,0.001
712,0.004086956521739131
713,0.004071428571428571
714,0.003
715,0.004086956521739131
716,0.003
717,0.003
718,0.003
719,0.003
720,0.004086956521739131
721,0.006904761904761905
722,0.004333333333333333
723,0.00808695652173913
724,0.004333333333333333
725,0.004333333333333333
726,0.004333333333333333
727,0.004333333333333333
728,0.00808695652173913
729,0.0032380952380952383
730,0.002
731,0.009086956521739131
732,0.002
733,0.002
734,0.002
735,0.002
736,0.009086956521739131
737,0.0030714285714285713
738,0.003
739,0.006086956521739131
740,0.003
741,0.003
742,0.003
743,0.003
744,0.006086956521739131
745,0.0027380952380952383
746,0.003
747,0.00530280351627465
748,0.003
749,0.003
750,0.003
751,0.003
752,0.00530280351627465
753,0.0074
754,0.005
755,0.007
756,0.005
757,0.005
758,0.005
759,0.005
760,0.007
761,0.0044714285714285715
762,0.0054
763,0.004086956521739131
764,0.0054
765,0.0054
766,0.0054
767,0.0054
768,0.004086956521739131
769,0.013788528138528138
770,0.005692857142857142
771,0.009168334273200754
772,0.0054428571428571425
773,0.0053
774,0.0053
775,0.0053
776,0.009168334273200754
777,0.004271428571428571
778,0.001
779,0.0011428571428571427
780,0.001
781,0.001
782,0.001
783,0.001
784,0.0011428571428571427
785,0.004458333333333333
786,0.002258333333333333
787,0.003032490463885813
788,0.0021333333333333334
789,0.0021333333333333334
790,0.0021333333333333334
791,0.0021333333333333334
792,0.003032490463885813
793,0.001
794,0.001
795,0.0
796,0.001
797,0.001
798,0.001
799,0.001
800,0.0
801,0.001
802,0.001
803,0.0
804,0.001
805,0.001
806,0.001
807,0.001
808,0.0
809,0.0026666666666666666
810,0.003
811,0.0010357142857142859
812,0.002
813,0.002
814,0.002
815,0.002
816,0.0010357142857142859
817,0.08540714285714288
818,0.03320714285714286
819,0.028307142857142857
820,0.03220714285714286
821,0.03220714285714286
822,0.03220714285714286
823,0.03220714285714286
824,0.028307142857142857
825,0.008
826,0.001
827,0.005
828,0.001
829,0.001
830,0.001
831,0.001
832,0.005
833,0.0011666666666666665
834,0.0005
835,0.0025
836,0.0005
837,0.0005
838,0.0005
839,0.0005
840,0.0025
841,0.004071428571428571
842,0.006
843,0.006086956521739131
844,0.006
845,0.006
846,0.006
847,0.006
848,0.006086956521739131
849,0.0030714285714285713
850,0.001
851,0.003136136849607983
852,0.001
853,0.001
854,0.001
855,0.001
856,0.003136136849607983
857,0.0189504329004329
858,0.019192857142857143
859,0.014453625995021343
860,0.014942857142857143
861,0.0148
862,0.0148
863,0.0148
864,0.014453625995021343
865,0.0037380952380952383
866,0.002
867,0.007753623188405797
868,0.002
869,0.002
870,0.002
871,0.002
872,0.007753623188405797
873,0.07442380952380953
874,0.03047380952380952
875,0.03029642857142857
876,0.02947380952380952
877,0.02947380952380952
878,0.02947380952380952
879,0.02947380952380952
880,0.03029642857142857
881,0.008071428571428571
882,0.004
883,0.0022109231743943076
884,0.004
885,0.004
886,0.004
887,0.004
888,0.0022109231743943076
889,0.014298160173160173
890,0.010476190476190476
891,0.009838069216757742
892,0.009476190476190477
893,0.009
894,0.009
895,0.009
896,0.009838069216757742
897,0.010666666666666666
898,0.007
899,0.010666666666666666
900,0.007
901,0.007
902,0.007
903,0.007
904,0.010666666666666666
905,0.003
906,0.004
907,0.005
908,0.004
909,0.004
910,0.004
911,0.004
912,0.005
913,0.003
914,0.003
915,0.005019230769230769
916,0.003
917,0.003
918,0.003
919,0.003
920,0.005019230769230769
921,0.01101590909090909
922,0.014258333333333333
923,0.007853654485049833
924,0.008133333333333333
925,0.008133333333333333
926,0.008133333333333333
927,0.008133333333333333
928,0.007853654485049833
929,0.008199999999999999
930,0.005933333333333334
931,0.007
932,0.005933333333333334
933,0.005933333333333334
934,0.005933333333333334
935,0.005933333333333334
936,0.007
937,0.009951119351641174
938,0.009068626844148666
939,0.010140088715610536
940,0.009068626844148666
941,0.008846404621926443
942,0.008846404621926443
943,0.008846404621926443
944,0.00966389823942006
945,0.010401351351351352
946,0.012639230139230137
947,0.0056942084942084945
948,0.012639230139230137
949,0.012639230139230137
950,0.012639230139230137
951,0.012639230139230137
952,0.0056942084942084945
953,0.01307142857142857
954,0.0155
955,0.009161136849607983
956,0.0155
957,0.0155
958,0.0155
959,0.0155
960,0.009161136849607983
961,0.007071428571428571
962,0.002
963,0.007086956521739131
964,0.002
965,0.002
966,0.002
967,0.002
968,0.007086956521739131
969,0.01962900432900433
970,0.017633333333333334
971,0.014021458001324483
972,0.017633333333333334
973,0.017633333333333334
974,0.017633333333333334
975,0.017633333333333334
976,0.014021458001324483
977,0.0027333333333333333
978,0.002333333333333333
979,0.0010357142857142859
980,0.002333333333333333
981,0.002
982,0.002
983,0.002
984,0.0010357142857142859
985,0.005571428571428571
986,0.003
987,0.0020869565217391303
988,0.003
989,0.003
990,0.003
991,0.003
992,0.0020869565217391303
993,0.006349242424242423
994,0.006258333333333333
995,0.003226987818383167
996,0.0031333333333333335
997,0.0031333333333333335
998,0.0031333333333333335
999,0.0031333333333333335
1000,0.003226987818383167
1001,0.008333333333333333
1002,0.005
1003,0.009142857142857142
1004,0.005
1005,0.005
1006,0.005
1007,0.005
1008,0.009142857142857142
1009,0.005
1010,0.003
1011,0.007
1012,0.003
1013,0.003
1014,0.003
1015,0.003
1016,0.007
1017,0.006
1018,0.004
1019,0.008142857142857143
1020,0.004
1021,0.004
1022,0.004
1023,0.004
1024,0.008142857142857143
1025,0.005
1026,0.005
1027,0.003
1028,0.005
1029,0.005
1030,0.005
1031,0.005
1032,0.003
1033,0.0105
1034,0.01425
1035,0.013142857142857142
1036,0.01425
1037,0.01425
1038,0.01425
1039,0.01425
1040,0.013142857142857142
1041,0.01075
1042,0.01325
1043,0.01425
1044,0.01325
1045,0.01325
1046,0.01325
1047,0.01325
1048,0.01425
1049,0.01275
1050,0.004
1051,0.007019230769230769
1052,0.004
1053,0.004
1054,0.004
1055,0.004
1056,0.007019230769230769
1057,0.006
1058,0.005222222222222223
1059,0.01
1060,0.005222222222222223
1061,0.005
1062,0.005
1063,0.005
1064,0.01
1065,0.008
1066,0.003
1067,0.01001923076923077
1068,0.003
1069,0.003
1070,0.003
1071,0.003
1072,0.01001923076923077
1073,0.006816666666666667
1074,0.004854545454545454
1075,0.006419230769230769
1076,0.004854545454545454
1077,0.004854545454545454
1078,0.004854545454545454
1079,0.004854545454545454
1080,0.006419230769230769
1081,0.0106
1082,0.004
1083,0.011
1084,0.004
1085,0.004
1086,0.004
1087,0.004
1088,0.011
1089,0.007916666666666666
1090,0.007749999999999999
1091,0.007916666666666666
1092,0.007749999999999999
1093,0.007749999999999999
1094,0.007749999999999999
1095,0.007749999999999999
1096,0.007916666666666666
1097,0.007071428571428571
1098,0.006
1099,0.0071361368496079824
1100,0.006
1101,0.006
1102,0.006
1103,0.006
1104,0.0071361368496079824
1105,0.0032857142857142855
1106,0.005666666666666666
1107,0.011
1108,0.005666666666666666
1109,0.005666666666666666
1110,0.005666666666666666
1111,0.005666666666666666
1112,0.011
1113,0.005333333333333334
1114,0.004333333333333333
1115,0.015083333333333334
1116,0.004333333333333333
1117,0.004333333333333333
1118,0.004333333333333333
1119,0.004333333333333333
1120,0.015083333333333334
1121,0.020054761904761905
1122,0.00925
1123,0.012176190476190476
1124,0.00925
1125,0.00925
1126,0.00925
1127,0.00925
1128,0.012176190476190476
1129,0.018483333333333334
1130,0.012
1131,0.015642857142857142
1132,0.012
1133,0.012
1134,0.012
1135,0.012
1136,0.015642857142857142
1137,0.00938888888888889
1138,0.010333333333333333
1139,0.008333333333333333
1140,0.010333333333333333
1141,0.010333333333333333
1142,0.010333333333333333
1143,0.010333333333333333
1144,0.008333333333333333
1145,0.013
1146,0.007
1147,0.012142857142857143
1148,0.007
1149,0.007
1150,0.007
1151,0.007
1152,0.012142857142857143
1153,0.008833333333333334
1154,0.005833333333333333
1155,0.009833333333333335
1156,0.005833333333333333
1157,0.005833333333333333
1158,0.005833333333333333
1159,0.005833333333333333
1160,0.009833333333333335
1161,0.0036746031746031746
1162,0.0055
1163,0.007666666666666666
1164,0.0055
1165,0.0055
1166,0.0055
1167,0.0055
1168,0.007666666666666666
1169,0.011833333333333333
1170,0.009833333333333333
1171,0.011416666666666669
1172,0.009833333333333333
1173,0.009833333333333333
1174,0.009833333333333333
1175,0.009833333333333333
1176,0.011416666666666669
1177,0.011733169533169534
1178,0.010518018018018018
1179,0.010926351351351352
1180,0.010518018018018018
1181,0.010518018018018018
1182,0.010518018018018018
1183,0.010518018018018018
1184,0.010926351351351352
1185,0.00847142857142857
1186,0.0044
1187,0.004136136849607982
1188,0.0044
1189,0.0044
1190,0.0044
1191,0.0044
1192,0.004136136849607982
1193,0.018071428571428568
1194,0.014
1195,0.01911195652173913
1196,0.014
1197,0.014
1198,0.014
1199,0.014
1200,0.01911195652173913
1201,0.0055
1202,0.0031666666666666666
1203,0.006
1204,0.0031666666666666666
1205,0.0031666666666666666
1206,0.0031666666666666666
1207,0.0031666666666666666
1208,0.006
1209,0.00265
1210,0.00225
1211,0.002
1212,0.00225
1213,0.00225
1214,0.00225
1215,0.00225
1216,0.002
1217,0.0
1218,0.0025
1219,0.0
1220,0.0025
1221,0.0025
1222,0.0025
1223,0.0025
1224,0.0
1225,0.00325
1226,0.0025
1227,0.002
1228,0.0025
1229,0.0025
1230,0.0025
1231,0.0025
1232,0.002
1233,0.004
1234,0.0
1235,0.003
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.003
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.001
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.001
1257,0.001
1258,0.001
1259,0.002
1260,0.001
1261,0.001
1262,0.001
1263,0.001
1264,0.002
1265,0.002
1266,0.002
1267,0.003
1268,0.002
1269,0.002
1270,0.002
1271,0.002
1272,0.003
1273,0.001
1274,0.001
1275,0.003
1276,0.001
1277,0.001
1278,0.001
1279,0.001
1280,0.003
1281,0.001
1282,0.002
1283,0.002
1284,0.002
1285,0.002
1286,0.002
1287,0.002
1288,0.002
1289,0.001
1290,0.0
1291,0.002
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.002
1297,0.007
1298,0.006
1299,0.008
1300,0.006
1301,0.006
1302,0.006
1303,0.006
1304,0.008
1305,0.001
1306,0.001
1307,0.002
1308,0.001
1309,0.001
1310,0.001
1311,0.001
1312,0.002
1313,0.001
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.002
1322,0.0025
1323,0.002
1324,0.0025
1325,0.0025
1326,0.0025
1327,0.0025
1328,0.002
1329,0.001
1330,0.001
1331,0.003
1332,0.001
1333,0.001
1334,0.001
1335,0.001
1336,0.003
1337,0.001
1338,0.0
1339,0.001
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.001
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.003583333333333333
1354,0.0025
1355,0.002
1356,0.0025
1357,0.0025
1358,0.0025
1359,0.0025
1360,0.002
1361,0.002
1362,0.003
1363,0.001
1364,0.003
1365,0.003
1366,0.003
1367,0.003
1368,0.001
1369,0.001
1370,0.001
1371,0.001
1372,0.001
1373,0.001
1374,0.001
1375,0.001
1376,0.001
1377,0.002
1378,0.003
1379,0.001
1380,0.003
1381,0.003
1382,0.003
1383,0.003
1384,0.001
1385,0.0012
1386,0.0025
1387,0.001
1388,0.0025
1389,0.0025
1390,0.0025
1391,0.0025
1392,0.001
1393,0.001
1394,0.0025
1395,0.001
1396,0.0025
1397,0.0025
1398,0.0025
1399,0.0025
1400,0.001
1401,0.003
1402,0.002
1403,0.001
1404,0.002
1405,0.002
1406,0.002
1407,0.002
1408,0.001
1409,0.002
1410,0.001
1411,0.001
1412,0.001
1413,0.001
1414,0.001
1415,0.001
1416,0.001
1417,0.0
1418,0.002
1419,0.0
1420,0.002
1421,0.002
1422,0.002
1423,0.002
1424,0.0
1425,0.0
1426,0.0
1427,0.002
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.002
1433,0.002
1434,0.0
1435,0.002
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.002
1441,0.001
1442,0.002
1443,0.001
1444,0.001
1445,0.001
1446,0.001
1447,0.001
1448,0.001
1449,0.0
1450,0.001
1451,0.001
1452,0.001
1453,0.001
1454,0.001
1455,0.001
1456,0.001
1457,0.002
1458,0.002
1459,0.002
1460,0.002
1461,0.002
1462,0.002
1463,0.002
1464,0.002
1465,0.001
1466,0.0
1467,0.001
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.001
1473,0.0
1474,0.001
1475,0.002
1476,0.001
1477,0.001
1478,0.001
1479,0.001
1480,0.002
1481,0.003
1482,0.002
1483,0.005
1484,0.002
1485,0.002
1486,0.002
1487,0.002
1488,0.005
1489,0.003
1490,0.0015
1491,0.003
1492,0.0015
1493,0.0015
1494,0.0015
1495,0.0015
1496,0.003
1497,0.001
1498,0.0
1499,0.003
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.003
1505,0.001
1506,0.002
1507,0.002
1508,0.002
1509,0.002
1510,0.002
1511,0.002
1512,0.002
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.001
1522,0.0
1523,0.001
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.001
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.001
1538,0.0
1539,0.001
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.001
1545,0.001
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0024500000000000004
1562,0.00225
1563,0.001
1564,0.00225
1565,0.00225
1566,0.00225
1567,0.00225
1568,0.001
1569,0.004
1570,0.002
1571,0.002
1572,0.002
1573,0.002
1574,0.002
1575,0.002
1576,0.002
1577,0.0
1578,0.0015
1579,0.0
1580,0.0015
1581,0.0015
1582,0.0015
1583,0.0015
1584,0.0
1585,0.0
1586,0.001
1587,0.0
1588,0.001
1589,0.001
1590,0.001
1591,0.001
1592,0.0
1593,0.0
1594,0.0015
1595,0.0
1596,0.0015
1597,0.0015
1598,0.0015
1599,0.0015
1600,0.0
1601,0.003
1602,0.002
1603,0.001
1604,0.002
1605,0.002
1606,0.002
1607,0.002
1608,0.001
1609,0.006
1610,0.003
1611,0.002
1612,0.003
1613,0.003
1614,0.003
1615,0.003
1616,0.002
1617,0.001
1618,0.001
1619,0.001
1620,0.001
1621,0.001
1622,0.001
1623,0.001
1624,0.001
1625,0.003
1626,0.002
1627,0.001
1628,0.002
1629,0.002
1630,0.002
1631,0.002
1632,0.001
1633,0.002
1634,0.002
1635,0.003
1636,0.002
1637,0.002
1638,0.002
1639,0.002
1640,0.003
1641,0.0
1642,0.001
1643,0.001
1644,0.001
1645,0.001
1646,0.001
1647,0.001
1648,0.001
1649,0.002
1650,0.003
1651,0.002
1652,0.003
1653,0.003
1654,0.003
1655,0.003
1656,0.002
1657,0.002
1658,0.002
1659,0.003
1660,0.002
1661,0.002
1662,0.002
1663,0.002
1664,0.003
1665,0.001
1666,0.0
1667,0.002
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.002
1673,0.003
1674,0.0005
1675,0.003
1676,0.0005
1677,0.0005
1678,0.0005
1679,0.0005
1680,0.003
1681,0.007
1682,0.004
1683,0.003
1684,0.004
1685,0.004
1686,0.004
1687,0.004
1688,0.003
1689,0.003
1690,0.0015
1691,0.002
1692,0.0015
1693,0.0015
1694,0.0015
1695,0.0015
1696,0.002
1697,0.004
1698,0.001
1699,0.004
1700,0.001
1701,0.001
1702,0.001
1703,0.001
1704,0.004
1705,0.004
1706,0.002
1707,0.002
1708,0.002
1709,0.002
1710,0.002
1711,0.002
1712,0.002
1713,0.001
1714,0.002
1715,0.0
1716,0.002
1717,0.002
1718,0.002
1719,0.002
1720,0.0
1721,0.001
1722,0.002
1723,0.002
1724,0.002
1725,0.002
1726,0.002
1727,0.002
1728,0.002
1729,0.002
1730,0.001
1731,0.003
